po_id,supplier_id,supplier_name,sku_id,product_name,category,order_date,qty_ordered,qty_received,unit_price_usd,total_value_usd,currency,expected_delivery,actual_delivery,delay_days,status,invoice_no,payment_status,notes
PO-5280,SUP-108,ValueChain Partners,SKU-1008,Smart Speaker,Electronics,2026-01-22,165,0,82.94,13685.1,USD,2026-02-13,,,Cancelled,INV-30203,Pending,Bulk discount applied
PO-5281,SUP-107,TrustMart B2B,SKU-1024,Baseball Cap,Clothing,2025-04-10,239,0,95.29,22774.31,USD,2025-04-26,,,Pending,INV-86315,Pending,Rush order
PO-5282,SUP-109,NexGen Procurement,SKU-1032,Non-stick Pan,Home & Kitchen,2026-02-21,224,134,219.66,49203.84,USD,2026-03-13,2026-03-22,9,Partially Delivered,INV-80373,Pending,Seasonal stock
PO-5283,SUP-111,AsiaTrade Hub,SKU-1005,Monitor Stand,Electronics,2025-04-28,403,0,135.48,54598.44,USD,2025-05-01,,,Cancelled,INV-56531,Pending,
PO-5284,SUP-111,AsiaTrade Hub,SKU-1039,Dish Rack,Home & Kitchen,2025-03-26,298,0,273.43,81482.14,USD,2025-03-29,,,Cancelled,INV-94769,Pending,Rush order
PO-5285,SUP-113,PacificSource,SKU-1021,Women Jeans,Clothing,2025-10-10,64,64,101.46,6493.44,USD,2025-11-02,2025-11-07,5,Delivered,INV-76935,Overdue,Seasonal stock
PO-5286,SUP-109,NexGen Procurement,SKU-1037,Air Fryer,Home & Kitchen,2026-02-19,304,304,137.72,41866.88,USD,2026-03-11,2026-03-21,10,Delivered,INV-70694,Overdue,Seasonal stock
PO-5287,SUP-112,EuroGoods Direct,SKU-1032,Non-stick Pan,Home & Kitchen,2025-05-20,186,0,248.39,46200.54,USD,2025-05-26,,,Pending,INV-23703,Pending,
PO-5288,SUP-107,TrustMart B2B,SKU-1005,Monitor Stand,Electronics,2025-05-02,435,435,165.01,71779.35,USD,2025-05-18,2025-05-27,9,Delivered,INV-50880,Pending,Rush order
PO-5289,SUP-113,PacificSource,SKU-1013,Stapler,Office,2025-11-25,257,257,135.42,34802.94,USD,2025-12-18,2025-12-30,12,Delivered,INV-69303,Pending,
PO-5290,SUP-105,MegaDist Corp,SKU-1002,Mechanical Keyboard,Electronics,2025-05-01,21,0,160.66,3373.86,USD,2025-05-20,,,Cancelled,INV-24334,Pending,Bulk discount applied
PO-5291,SUP-113,PacificSource,SKU-1010,Ballpoint Pens (Box),Office,2025-07-06,274,274,72.49,19862.26,USD,2025-07-29,2025-08-06,8,Delivered,INV-83380,Pending,Rush order
PO-5292,SUP-104,EcoSource Inc.,SKU-1025,Socks (Pack-6),Clothing,2026-01-20,104,0,138.73,14427.92,USD,2026-01-26,,,Cancelled,INV-66640,Pending,Rush order
PO-5293,SUP-101,GlobalTech Supplies,SKU-1047,Eye Cream,Beauty,2026-01-12,462,0,30.56,14118.72,USD,2026-01-27,,,In Transit,INV-66302,Pending,Rush order
PO-5294,SUP-101,GlobalTech Supplies,SKU-1045,Hand Cream,Beauty,2025-06-21,115,0,173.81,19988.15,USD,2025-07-06,,,Cancelled,INV-18200,Pending,Seasonal stock
PO-5295,SUP-102,FastShip Co.,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-06-07,197,0,133.28,26256.16,USD,2025-06-26,,,Pending,INV-24936,Pending,
PO-5296,SUP-111,AsiaTrade Hub,SKU-1031,Blender,Home & Kitchen,2025-11-29,337,0,210.45,70921.65,USD,2025-12-02,,,Pending,INV-90125,Pending,Rush order
PO-5297,SUP-110,SwiftLogistics,SKU-1007,Power Bank,Electronics,2025-08-29,190,0,205.06,38961.4,USD,2025-09-13,,,In Transit,INV-32613,Pending,Quality check required
PO-5298,SUP-111,AsiaTrade Hub,SKU-1045,Hand Cream,Beauty,2025-08-03,480,480,192.03,92174.4,USD,2025-08-06,2025-08-08,2,Delivered,INV-51049,Paid,
PO-5299,SUP-105,MegaDist Corp,SKU-1007,Power Bank,Electronics,2025-06-05,201,0,196.8,39556.8,USD,2025-06-24,,,In Transit,INV-60916,Pending,Rush order
PO-5300,SUP-110,SwiftLogistics,SKU-1008,Smart Speaker,Electronics,2025-12-23,206,0,87.68,18062.08,USD,2026-01-07,,,Pending,INV-93296,Pending,Seasonal stock
PO-5301,SUP-112,EuroGoods Direct,SKU-1041,Shampoo 500ml,Beauty,2025-05-31,294,294,153.34,45081.96,USD,2025-06-06,2025-06-08,2,Delivered,INV-34523,Pending,Quality check required
PO-5302,SUP-108,ValueChain Partners,SKU-1039,Dish Rack,Home & Kitchen,2025-03-31,453,453,229.77,104085.81,USD,2025-04-22,2025-05-05,13,Delivered,INV-27895,Paid,Quality check required
PO-5303,SUP-107,TrustMart B2B,SKU-1035,Food Storage Containers,Home & Kitchen,2025-11-17,344,0,122.17,42026.48,USD,2025-12-03,,,Cancelled,INV-74451,Pending,Rush order
PO-5304,SUP-112,EuroGoods Direct,SKU-1028,Denim Shorts,Clothing,2025-11-09,95,95,100.01,9500.95,USD,2025-11-15,2025-11-20,5,Delivered,INV-48284,Paid,
PO-5305,SUP-104,EcoSource Inc.,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-07-29,96,0,151.91,14583.36,USD,2025-08-04,,,In Transit,INV-74921,Pending,Seasonal stock
PO-5306,SUP-109,NexGen Procurement,SKU-1007,Power Bank,Electronics,2025-12-22,68,0,173.68,11810.24,USD,2026-01-11,,,In Transit,INV-58085,Pending,Seasonal stock
PO-5307,SUP-114,AmeriTrade Supplies,SKU-1048,Toner,Beauty,2025-03-25,399,0,171.47,68416.53,USD,2025-03-28,,,In Transit,INV-38644,Pending,Rush order
PO-5308,SUP-102,FastShip Co.,SKU-1047,Eye Cream,Beauty,2026-02-01,394,236,31.05,12233.7,USD,2026-02-20,2026-02-19,-1,Partially Delivered,INV-68947,Pending,
PO-5309,SUP-106,QuickMart Wholesale,SKU-1005,Monitor Stand,Electronics,2025-10-14,453,271,167.28,75777.84,USD,2025-10-26,2025-10-31,5,Partially Delivered,INV-37509,Pending,Quality check required
PO-5310,SUP-112,EuroGoods Direct,SKU-1037,Air Fryer,Home & Kitchen,2026-02-19,189,0,165.71,31319.19,USD,2026-02-25,,,In Transit,INV-92938,Pending,Rush order
PO-5311,SUP-103,PrimeVendor Ltd,SKU-1039,Dish Rack,Home & Kitchen,2025-05-14,411,411,219.12,90058.32,USD,2025-05-18,2025-05-17,-1,Delivered,INV-84720,Pending,Seasonal stock
PO-5312,SUP-105,MegaDist Corp,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-12-04,96,0,92.03,8834.88,USD,2025-12-23,,,Cancelled,INV-48356,Pending,
PO-5313,SUP-110,SwiftLogistics,SKU-1017,Printer Ink Cartridge,Office,2025-11-22,470,470,241.04,113288.8,USD,2025-12-07,2025-12-09,2,Delivered,INV-63948,Paid,
PO-5314,SUP-114,AmeriTrade Supplies,SKU-1041,Shampoo 500ml,Beauty,2025-05-07,369,369,187.98,69364.62,USD,2025-05-10,2025-05-12,2,Delivered,INV-52217,Paid,Quality check required
PO-5315,SUP-114,AmeriTrade Supplies,SKU-1043,Sunscreen SPF50,Beauty,2025-09-21,260,0,131.19,34109.4,USD,2025-09-24,,,Cancelled,INV-45221,Pending,Bulk discount applied
PO-5316,SUP-107,TrustMart B2B,SKU-1024,Baseball Cap,Clothing,2025-10-21,48,28,86.61,4157.28,USD,2025-11-06,2025-11-06,0,Partially Delivered,INV-62802,Pending,Seasonal stock
PO-5317,SUP-112,EuroGoods Direct,SKU-1017,Printer Ink Cartridge,Office,2026-02-22,489,0,254.27,124338.03,USD,2026-02-28,,,Pending,INV-73968,Pending,
PO-5318,SUP-110,SwiftLogistics,SKU-1000,Wireless Earbuds,Electronics,2025-04-20,384,0,175.96,67568.64,USD,2025-05-05,,,Cancelled,INV-97050,Pending,Bulk discount applied
PO-5319,SUP-106,QuickMart Wholesale,SKU-1004,Webcam,Electronics,2025-12-02,213,0,210.94,44930.22,USD,2025-12-14,,,Pending,INV-37767,Pending,Rush order
PO-5320,SUP-105,MegaDist Corp,SKU-1020,Men T-Shirt,Clothing,2025-07-27,182,182,202.92,36931.44,USD,2025-08-15,2025-08-28,13,Delivered,INV-55054,Overdue,Quality check required
PO-5321,SUP-101,GlobalTech Supplies,SKU-1002,Mechanical Keyboard,Electronics,2025-04-23,330,0,157.89,52103.7,USD,2025-05-08,,,Pending,INV-12134,Pending,
PO-5322,SUP-115,NorthStar Vendors,SKU-1010,Ballpoint Pens (Box),Office,2025-10-15,243,0,68.43,16628.49,USD,2025-11-02,,,Pending,INV-36518,Pending,Bulk discount applied
PO-5323,SUP-115,NorthStar Vendors,SKU-1008,Smart Speaker,Electronics,2026-01-30,164,164,80.77,13246.28,USD,2026-02-17,2026-02-17,0,Delivered,INV-95798,Pending,
PO-5324,SUP-102,FastShip Co.,SKU-1023,Running Shoes,Clothing,2026-02-07,472,472,169.35,79933.2,USD,2026-02-26,2026-03-08,10,Delivered,INV-91999,Pending,Bulk discount applied
PO-5325,SUP-112,EuroGoods Direct,SKU-1048,Toner,Beauty,2025-07-01,229,0,168.48,38581.92,USD,2025-07-07,,,Cancelled,INV-22475,Pending,
PO-5326,SUP-104,EcoSource Inc.,SKU-1030,Coffee Maker,Home & Kitchen,2025-04-12,77,0,227.9,17548.3,USD,2025-04-18,,,In Transit,INV-99126,Pending,Rush order
PO-5327,SUP-101,GlobalTech Supplies,SKU-1000,Wireless Earbuds,Electronics,2026-02-23,185,111,168.97,31259.45,USD,2026-03-10,2026-03-21,11,Partially Delivered,INV-27324,Pending,Rush order
PO-5328,SUP-102,FastShip Co.,SKU-1014,File Folders,Office,2025-09-16,55,55,194.46,10695.3,USD,2025-10-05,2025-10-06,1,Delivered,INV-51071,Pending,
PO-5329,SUP-103,PrimeVendor Ltd,SKU-1024,Baseball Cap,Clothing,2025-05-11,338,338,95.34,32224.92,USD,2025-05-15,2025-05-15,0,Delivered,INV-79534,Overdue,
PO-5330,SUP-110,SwiftLogistics,SKU-1041,Shampoo 500ml,Beauty,2025-05-27,235,235,162.47,38180.45,USD,2025-06-11,2025-06-13,2,Delivered,INV-63963,Overdue,Bulk discount applied
PO-5331,SUP-108,ValueChain Partners,SKU-1013,Stapler,Office,2025-04-17,469,281,125.18,58709.42,USD,2025-05-09,2025-05-10,1,Partially Delivered,INV-87276,Pending,Bulk discount applied
PO-5332,SUP-107,TrustMart B2B,SKU-1022,Hoodie,Clothing,2025-10-09,171,171,46.03,7871.13,USD,2025-10-25,2025-10-31,6,Delivered,INV-94491,Paid,
PO-5333,SUP-109,NexGen Procurement,SKU-1038,Mixing Bowls Set,Home & Kitchen,2026-01-05,379,227,100.06,37922.74,USD,2026-01-25,2026-01-23,-2,Partially Delivered,INV-96298,Pending,
PO-5334,SUP-104,EcoSource Inc.,SKU-1033,Cutting Board,Home & Kitchen,2026-01-08,270,0,152.92,41288.4,USD,2026-01-14,,,Pending,INV-48737,Pending,Bulk discount applied
PO-5335,SUP-101,GlobalTech Supplies,SKU-1015,Whiteboard Markers,Office,2025-11-12,207,0,128.06,26508.42,USD,2025-11-27,,,Pending,INV-93634,Pending,Seasonal stock
PO-5336,SUP-102,FastShip Co.,SKU-1033,Cutting Board,Home & Kitchen,2025-03-10,194,194,189.48,36759.12,USD,2025-03-29,2025-04-08,10,Delivered,INV-84498,Pending,
PO-5337,SUP-109,NexGen Procurement,SKU-1043,Sunscreen SPF50,Beauty,2025-05-31,400,240,145.24,58096.0,USD,2025-06-20,2025-06-20,0,Partially Delivered,INV-12187,Pending,Seasonal stock
PO-5338,SUP-102,FastShip Co.,SKU-1000,Wireless Earbuds,Electronics,2025-07-16,120,120,133.91,16069.2,USD,2025-08-04,2025-08-14,10,Delivered,INV-76402,Pending,Bulk discount applied
PO-5339,SUP-112,EuroGoods Direct,SKU-1032,Non-stick Pan,Home & Kitchen,2025-10-02,226,226,229.67,51905.42,USD,2025-10-08,2025-10-10,2,Delivered,INV-46368,Paid,
PO-5340,SUP-102,FastShip Co.,SKU-1032,Non-stick Pan,Home & Kitchen,2025-06-16,423,423,195.1,82527.3,USD,2025-07-05,2025-07-15,10,Delivered,INV-86865,Overdue,Quality check required
PO-5341,SUP-114,AmeriTrade Supplies,SKU-1041,Shampoo 500ml,Beauty,2026-02-15,339,0,148.35,50290.65,USD,2026-02-18,,,Cancelled,INV-67342,Pending,Bulk discount applied
PO-5342,SUP-114,AmeriTrade Supplies,SKU-1015,Whiteboard Markers,Office,2025-04-02,135,0,126.94,17136.9,USD,2025-04-05,,,Pending,INV-25202,Pending,Rush order
PO-5343,SUP-110,SwiftLogistics,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-04-01,168,0,101.72,17088.96,USD,2025-04-16,,,Cancelled,INV-33022,Pending,
PO-5344,SUP-101,GlobalTech Supplies,SKU-1045,Hand Cream,Beauty,2025-05-13,369,0,159.34,58796.46,USD,2025-05-28,,,Pending,INV-55443,Pending,Seasonal stock
PO-5345,SUP-109,NexGen Procurement,SKU-1046,Body Lotion,Beauty,2025-07-14,95,0,28.72,2728.4,USD,2025-08-03,,,Cancelled,INV-45227,Pending,Bulk discount applied
PO-5346,SUP-115,NorthStar Vendors,SKU-1007,Power Bank,Electronics,2025-03-19,181,181,202.97,36737.57,USD,2025-04-06,2025-04-20,14,Delivered,INV-18371,Pending,Bulk discount applied
PO-5347,SUP-110,SwiftLogistics,SKU-1040,Face Moisturizer,Beauty,2025-04-12,264,264,84.83,22395.12,USD,2025-04-27,2025-04-26,-1,Delivered,INV-75484,Overdue,
PO-5348,SUP-106,QuickMart Wholesale,SKU-1010,Ballpoint Pens (Box),Office,2025-07-12,405,0,70.82,28682.1,USD,2025-07-24,,,In Transit,INV-98358,Pending,Bulk discount applied
PO-5349,SUP-102,FastShip Co.,SKU-1014,File Folders,Office,2025-11-19,11,6,157.97,1737.67,USD,2025-12-08,2025-12-06,-2,Partially Delivered,INV-42053,Pending,
PO-5350,SUP-108,ValueChain Partners,SKU-1023,Running Shoes,Clothing,2025-09-16,481,288,145.73,70096.13,USD,2025-10-08,2025-10-07,-1,Partially Delivered,INV-82465,Pending,Quality check required
PO-5351,SUP-115,NorthStar Vendors,SKU-1045,Hand Cream,Beauty,2026-02-02,224,224,170.9,38281.6,USD,2026-02-20,2026-03-03,11,Delivered,INV-51934,Pending,Quality check required
PO-5352,SUP-102,FastShip Co.,SKU-1036,Electric Kettle,Home & Kitchen,2025-09-10,71,71,19.45,1380.95,USD,2025-09-29,2025-10-02,3,Delivered,INV-39253,Overdue,
PO-5353,SUP-107,TrustMart B2B,SKU-1004,Webcam,Electronics,2025-10-28,453,271,215.27,97517.31,USD,2025-11-13,2025-11-20,7,Partially Delivered,INV-52899,Pending,
PO-5354,SUP-109,NexGen Procurement,SKU-1029,Sport Leggings,Clothing,2025-03-08,198,0,44.14,8739.72,USD,2025-03-28,,,In Transit,INV-49834,Pending,Bulk discount applied
PO-5355,SUP-110,SwiftLogistics,SKU-1015,Whiteboard Markers,Office,2025-10-27,198,0,148.23,29349.54,USD,2025-11-11,,,Pending,INV-35614,Pending,Bulk discount applied
PO-5356,SUP-115,NorthStar Vendors,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-07-07,87,0,120.19,10456.53,USD,2025-07-25,,,Pending,INV-13133,Pending,
PO-5357,SUP-109,NexGen Procurement,SKU-1022,Hoodie,Clothing,2026-01-23,439,439,44.83,19680.37,USD,2026-02-12,2026-02-20,8,Delivered,INV-10191,Overdue,Rush order
PO-5358,SUP-114,AmeriTrade Supplies,SKU-1047,Eye Cream,Beauty,2025-08-08,63,63,30.63,1929.69,USD,2025-08-11,2025-08-22,11,Delivered,INV-74491,Paid,
PO-5359,SUP-112,EuroGoods Direct,SKU-1017,Printer Ink Cartridge,Office,2025-04-20,32,19,257.21,8230.72,USD,2025-04-26,2025-05-10,14,Partially Delivered,INV-64140,Pending,Bulk discount applied
PO-5360,SUP-115,NorthStar Vendors,SKU-1023,Running Shoes,Clothing,2025-10-24,392,392,142.65,55918.8,USD,2025-11-11,2025-11-25,14,Delivered,INV-27499,Overdue,Quality check required
PO-5361,SUP-107,TrustMart B2B,SKU-1004,Webcam,Electronics,2026-01-01,300,0,200.52,60156.0,USD,2026-01-17,,,Cancelled,INV-27132,Pending,
PO-5362,SUP-105,MegaDist Corp,SKU-1016,Desk Organizer,Office,2025-08-12,484,0,141.87,68665.08,USD,2025-08-31,,,Cancelled,INV-52762,Pending,
PO-5363,SUP-108,ValueChain Partners,SKU-1017,Printer Ink Cartridge,Office,2025-07-01,48,48,258.7,12417.6,USD,2025-07-23,2025-07-24,1,Delivered,INV-30369,Paid,
PO-5364,SUP-108,ValueChain Partners,SKU-1029,Sport Leggings,Clothing,2025-08-11,218,218,43.01,9376.18,USD,2025-09-02,2025-09-06,4,Delivered,INV-69233,Pending,Rush order
PO-5365,SUP-105,MegaDist Corp,SKU-1007,Power Bank,Electronics,2025-04-19,90,90,203.0,18270.0,USD,2025-05-08,2025-05-07,-1,Delivered,INV-38183,Pending,
PO-5366,SUP-102,FastShip Co.,SKU-1045,Hand Cream,Beauty,2025-07-09,192,192,180.2,34598.4,USD,2025-07-28,2025-08-04,7,Delivered,INV-44100,Paid,
PO-5367,SUP-107,TrustMart B2B,SKU-1028,Denim Shorts,Clothing,2025-12-13,393,393,115.54,45407.22,USD,2025-12-29,2026-01-10,12,Delivered,INV-23357,Paid,
PO-5368,SUP-101,GlobalTech Supplies,SKU-1003,Gaming Mouse,Electronics,2025-06-25,76,0,130.23,9897.48,USD,2025-07-10,,,Pending,INV-58790,Pending,Bulk discount applied
PO-5369,SUP-111,AsiaTrade Hub,SKU-1041,Shampoo 500ml,Beauty,2025-04-16,308,184,174.11,53625.88,USD,2025-04-19,2025-04-19,0,Partially Delivered,INV-12857,Pending,
PO-5370,SUP-104,EcoSource Inc.,SKU-1041,Shampoo 500ml,Beauty,2025-10-17,424,254,151.45,64214.8,USD,2025-10-23,2025-10-31,8,Partially Delivered,INV-26059,Pending,
PO-5371,SUP-108,ValueChain Partners,SKU-1003,Gaming Mouse,Electronics,2025-05-29,483,289,145.88,70460.04,USD,2025-06-20,2025-06-30,10,Partially Delivered,INV-75028,Pending,
PO-5372,SUP-107,TrustMart B2B,SKU-1043,Sunscreen SPF50,Beauty,2025-10-08,98,98,140.24,13743.52,USD,2025-10-24,2025-10-30,6,Delivered,INV-46681,Pending,
PO-5373,SUP-101,GlobalTech Supplies,SKU-1039,Dish Rack,Home & Kitchen,2026-01-15,325,325,221.86,72104.5,USD,2026-01-30,2026-02-12,13,Delivered,INV-64000,Overdue,Rush order
PO-5374,SUP-101,GlobalTech Supplies,SKU-1005,Monitor Stand,Electronics,2025-07-25,206,206,130.75,26934.5,USD,2025-08-09,2025-08-23,14,Delivered,INV-42656,Overdue,Quality check required
PO-5375,SUP-109,NexGen Procurement,SKU-1001,USB-C Hub,Electronics,2025-09-15,410,0,227.82,93406.2,USD,2025-10-05,,,Pending,INV-81371,Pending,Quality check required
PO-5376,SUP-108,ValueChain Partners,SKU-1022,Hoodie,Clothing,2025-12-18,267,267,40.22,10738.74,USD,2026-01-09,2026-01-12,3,Delivered,INV-13416,Pending,Seasonal stock
PO-5377,SUP-104,EcoSource Inc.,SKU-1001,USB-C Hub,Electronics,2025-07-25,39,0,233.78,9117.42,USD,2025-07-31,,,Pending,INV-79393,Pending,
PO-5378,SUP-113,PacificSource,SKU-1037,Air Fryer,Home & Kitchen,2025-07-01,91,0,132.44,12052.04,USD,2025-07-24,,,Cancelled,INV-41608,Pending,
PO-5379,SUP-109,NexGen Procurement,SKU-1047,Eye Cream,Beauty,2025-04-01,401,401,38.37,15386.37,USD,2025-04-21,2025-05-01,10,Delivered,INV-56504,Paid,
PO-5380,SUP-104,EcoSource Inc.,SKU-1037,Air Fryer,Home & Kitchen,2025-08-13,422,422,160.33,67659.26,USD,2025-08-19,2025-08-17,-2,Delivered,INV-56095,Overdue,Seasonal stock
PO-5381,SUP-103,PrimeVendor Ltd,SKU-1036,Electric Kettle,Home & Kitchen,2025-06-08,438,0,22.21,9727.98,USD,2025-06-12,,,Pending,INV-81057,Pending,
PO-5382,SUP-103,PrimeVendor Ltd,SKU-1031,Blender,Home & Kitchen,2025-03-23,56,0,193.75,10850.0,USD,2025-03-27,,,In Transit,INV-38679,Pending,
PO-5383,SUP-109,NexGen Procurement,SKU-1030,Coffee Maker,Home & Kitchen,2025-03-04,179,179,248.88,44549.52,USD,2025-03-24,2025-03-26,2,Delivered,INV-54663,Overdue,
PO-5384,SUP-115,NorthStar Vendors,SKU-1020,Men T-Shirt,Clothing,2025-04-03,21,0,179.59,3771.39,USD,2025-04-21,,,Cancelled,INV-28566,Pending,Quality check required
PO-5385,SUP-102,FastShip Co.,SKU-1033,Cutting Board,Home & Kitchen,2025-09-06,47,0,161.99,7613.53,USD,2025-09-25,,,Cancelled,INV-61851,Pending,Seasonal stock
PO-5386,SUP-102,FastShip Co.,SKU-1021,Women Jeans,Clothing,2025-08-05,175,175,105.81,18516.75,USD,2025-08-24,2025-09-04,11,Delivered,INV-93789,Pending,Bulk discount applied
PO-5387,SUP-106,QuickMart Wholesale,SKU-1011,A4 Paper (Ream),Office,2025-12-16,365,0,244.37,89195.05,USD,2025-12-28,,,In Transit,INV-56769,Pending,
PO-5388,SUP-111,AsiaTrade Hub,SKU-1037,Air Fryer,Home & Kitchen,2025-06-01,203,0,141.48,28720.44,USD,2025-06-04,,,Cancelled,INV-48602,Pending,
PO-5389,SUP-103,PrimeVendor Ltd,SKU-1046,Body Lotion,Beauty,2025-03-04,495,0,31.59,15637.05,USD,2025-03-08,,,In Transit,INV-61327,Pending,Quality check required
PO-5390,SUP-113,PacificSource,SKU-1036,Electric Kettle,Home & Kitchen,2025-03-20,103,61,20.02,2062.06,USD,2025-04-12,2025-04-17,5,Partially Delivered,INV-93839,Pending,Seasonal stock
PO-5391,SUP-102,FastShip Co.,SKU-1031,Blender,Home & Kitchen,2025-05-15,179,179,238.49,42689.71,USD,2025-06-03,2025-06-12,9,Delivered,INV-51879,Paid,Bulk discount applied
PO-5392,SUP-115,NorthStar Vendors,SKU-1005,Monitor Stand,Electronics,2026-02-10,337,337,156.0,52572.0,USD,2026-02-28,2026-03-12,12,Delivered,INV-11493,Pending,
PO-5393,SUP-104,EcoSource Inc.,SKU-1044,Lip Balm,Beauty,2025-04-07,189,189,202.15,38206.35,USD,2025-04-13,2025-04-11,-2,Delivered,INV-16310,Pending,Rush order
PO-5394,SUP-112,EuroGoods Direct,SKU-1026,Polo Shirt,Clothing,2025-05-28,462,0,157.61,72815.82,USD,2025-06-03,,,Pending,INV-56036,Pending,Seasonal stock
PO-5395,SUP-107,TrustMart B2B,SKU-1006,LED Desk Lamp,Electronics,2025-11-04,413,0,220.82,91198.66,USD,2025-11-20,,,Cancelled,INV-39567,Pending,
PO-5396,SUP-108,ValueChain Partners,SKU-1004,Webcam,Electronics,2025-03-21,160,160,197.69,31630.4,USD,2025-04-12,2025-04-13,1,Delivered,INV-19725,Pending,
PO-5397,SUP-115,NorthStar Vendors,SKU-1024,Baseball Cap,Clothing,2025-05-25,384,384,73.02,28039.68,USD,2025-06-12,2025-06-20,8,Delivered,INV-87860,Overdue,Rush order
PO-5398,SUP-112,EuroGoods Direct,SKU-1001,USB-C Hub,Electronics,2025-10-10,492,0,224.08,110247.36,USD,2025-10-16,,,In Transit,INV-66911,Pending,
PO-5399,SUP-101,GlobalTech Supplies,SKU-1006,LED Desk Lamp,Electronics,2025-08-20,115,0,227.24,26132.6,USD,2025-09-04,,,Pending,INV-82628,Pending,Bulk discount applied
PO-5400,SUP-115,NorthStar Vendors,SKU-1046,Body Lotion,Beauty,2025-12-05,145,145,31.23,4528.35,USD,2025-12-23,2025-12-28,5,Delivered,INV-22571,Paid,Rush order
PO-5401,SUP-110,SwiftLogistics,SKU-1035,Food Storage Containers,Home & Kitchen,2025-11-10,88,88,106.45,9367.6,USD,2025-11-25,2025-12-06,11,Delivered,INV-21485,Pending,Quality check required
PO-5402,SUP-111,AsiaTrade Hub,SKU-1040,Face Moisturizer,Beauty,2026-01-05,255,255,78.42,19997.1,USD,2026-01-08,2026-01-12,4,Delivered,INV-32391,Overdue,
PO-5403,SUP-102,FastShip Co.,SKU-1030,Coffee Maker,Home & Kitchen,2025-05-02,167,0,240.27,40125.09,USD,2025-05-21,,,Pending,INV-74106,Pending,Bulk discount applied
PO-5404,SUP-105,MegaDist Corp,SKU-1005,Monitor Stand,Electronics,2026-01-26,288,288,141.42,40728.96,USD,2026-02-14,2026-02-24,10,Delivered,INV-58418,Paid,Rush order
PO-5405,SUP-101,GlobalTech Supplies,SKU-1016,Desk Organizer,Office,2025-10-15,248,148,121.43,30114.64,USD,2025-10-30,2025-11-05,6,Partially Delivered,INV-83956,Pending,
PO-5406,SUP-103,PrimeVendor Ltd,SKU-1048,Toner,Beauty,2026-02-23,351,0,142.22,49919.22,USD,2026-02-27,,,Cancelled,INV-55061,Pending,Quality check required
PO-5407,SUP-109,NexGen Procurement,SKU-1026,Polo Shirt,Clothing,2025-12-30,126,75,164.19,20687.94,USD,2026-01-19,2026-01-29,10,Partially Delivered,INV-78495,Pending,Rush order
PO-5408,SUP-109,NexGen Procurement,SKU-1043,Sunscreen SPF50,Beauty,2025-11-02,303,0,162.78,49322.34,USD,2025-11-22,,,Pending,INV-49171,Pending,
PO-5409,SUP-107,TrustMart B2B,SKU-1045,Hand Cream,Beauty,2025-03-21,267,0,189.69,50647.23,USD,2025-04-06,,,In Transit,INV-84905,Pending,Bulk discount applied
PO-5410,SUP-110,SwiftLogistics,SKU-1009,Laptop Stand,Electronics,2025-05-04,496,496,47.14,23381.44,USD,2025-05-19,2025-05-22,3,Delivered,INV-37772,Paid,
PO-5411,SUP-101,GlobalTech Supplies,SKU-1027,Winter Jacket,Clothing,2025-04-13,359,215,185.46,66580.14,USD,2025-04-28,2025-04-30,2,Partially Delivered,INV-87994,Pending,
PO-5412,SUP-106,QuickMart Wholesale,SKU-1046,Body Lotion,Beauty,2025-04-07,54,0,28.86,1558.44,USD,2025-04-19,,,Pending,INV-82358,Pending,
PO-5413,SUP-114,AmeriTrade Supplies,SKU-1017,Printer Ink Cartridge,Office,2025-11-25,244,244,256.94,62693.36,USD,2025-11-28,2025-12-12,14,Delivered,INV-64997,Paid,Rush order
PO-5414,SUP-103,PrimeVendor Ltd,SKU-1009,Laptop Stand,Electronics,2025-12-19,311,311,44.91,13967.01,USD,2025-12-23,2025-12-24,1,Delivered,INV-83752,Paid,Quality check required
PO-5415,SUP-105,MegaDist Corp,SKU-1034,Kitchen Knife Set,Home & Kitchen,2025-08-27,459,0,136.76,62772.84,USD,2025-09-15,,,Pending,INV-95824,Pending,Rush order
PO-5416,SUP-110,SwiftLogistics,SKU-1038,Mixing Bowls Set,Home & Kitchen,2025-11-01,29,0,87.74,2544.46,USD,2025-11-16,,,Pending,INV-28855,Pending,Seasonal stock
PO-5417,SUP-110,SwiftLogistics,SKU-1043,Sunscreen SPF50,Beauty,2026-02-22,215,215,126.77,27255.55,USD,2026-03-09,2026-03-14,5,Delivered,INV-16460,Overdue,Rush order
PO-5418,SUP-115,NorthStar Vendors,SKU-1017,Printer Ink Cartridge,Office,2025-09-10,20,12,218.23,4364.6,USD,2025-09-28,2025-10-05,7,Partially Delivered,INV-50756,Pending,
PO-5419,SUP-114,AmeriTrade Supplies,SKU-1031,Blender,Home & Kitchen,2026-02-23,360,216,196.48,70732.8,USD,2026-02-26,2026-03-03,5,Partially Delivered,INV-27614,Pending,
PO-5420,SUP-112,EuroGoods Direct,SKU-1028,Denim Shorts,Clothing,2025-08-15,147,0,121.47,17856.09,USD,2025-08-21,,,In Transit,INV-94614,Pending,
